tid,t,frame,hips.tx,hips.ty,hips.tz,leftUpperLeg.degX,leftUpperLeg.degY,leftUpperLeg.degZ,rightUpperLeg.degX,rightUpperLeg.degY,rightUpperLeg.degZ,spine.degX,spine.degY,spine.degZ,leftLowerLeg.degX,leftLowerLeg.degY,leftLowerLeg.degZ,rightLowerLeg.degX,rightLowerLeg.degY,rightLowerLeg.degZ,chest.degX,chest.degY,chest.degZ,leftFoot.degX,leftFoot.degY,leftFoot.degZ,rightFoot.degX,rightFoot.degY,rightFoot.degZ,neck.degX,neck.degY,neck.degZ,leftShoulder.degX,leftShoulder.degY,leftShoulder.degZ,rightShoulder.degX,rightShoulder.degY,rightShoulder.degZ,head.degX,head.degY,head.degZ,leftUpperArm.degX,leftUpperArm.degY,leftUpperArm.degZ,rightUpperArm.degX,rightUpperArm.degY,rightUpperArm.degZ,leftLowerArm.degX,leftLowerArm.degY,leftLowerArm.degZ,rightLowerArm.degX,rightLowerArm.degY,rightLowerArm.degZ,leftHand.degX,leftHand.degY,leftHand.degZ,rightHand.degX,rightHand.degY,rightHand.degZ,hips.degX,hips.degY,hips.degZ
1,10,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000011.jpg,0.043850548565387726,-0.3767414689064026,-87.90176391601562,1.217624601141169,0.8463182672466905,2.0605983647327086,2.6621868705959604,-3.283465470380863,-5.687199530241176,-11.332539014244533,0.5292353420499123,0.041583208531818315,-19.670161073629853,1.2818018419706392,-1.62434518999081,-21.43124788213087,-0.4766668983500561,-0.2613319452855718,-3.2338805683666503,0.09796435042967987,1.191522219907802,-2.641554175925146,-5.717013785598313,3.9928779665345466,-1.5406942363011318,6.460239666514477,-3.6155988811328434,4.053091114171209,1.1183475748391556,-0.535207616072934,14.809069432529935,38.12148419805831,16.786535874261364,14.327649946461934,-38.50399501402222,-12.537066186393345,-15.056530247298653,-2.034831582717955,-0.4901903350926766,30.881459076421077,43.55153553275504,60.13230716893161,27.238631798024183,-42.35841598247956,-56.44254345280365,-111.7211891247166,61.03821138250309,-141.33516475542893,-109.48382397620885,-63.4756553904436,137.14152465450837,8.415711837024489,10.028141423601978,-16.793582210373035,6.831236290663793,-10.813613966833586,15.381961025780386,,,
1,11,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000012.jpg,0.04447881877422333,-0.37597906589508057,-87.91275787353516,1.2103808630975756,0.8209960754260028,1.9733493617283677,2.603858944063312,-3.2973799470309166,-5.822386323129998,-11.233318431959944,0.5125243268247602,0.08166771502113897,-19.604818380723334,1.2029373003095472,-1.610294327587068,-21.335636306042055,-0.43052610926852736,-0.2044537046579364,-3.2285430515151097,0.09709023836203998,1.102374382430018,-2.6655817954560526,-5.752775930547292,4.047439378149443,-1.5845349338815407,6.417488781055902,-3.6255434635854766,4.279715227286583,1.2919769079463177,-0.4856106640306059,14.88573672817844,38.073431910386816,16.91521026450211,14.37205588895107,-38.49521959082265,-12.728016672493593,-15.035377420745075,-1.8003191622595274,-0.5063464287657432,30.93230468223889,43.70324792326037,60.16870729327433,26.919289380603914,-42.38168997084644,-56.225191577402434,-112.78082134300624,60.35664209031093,-142.34898212225949,-110.69700604792281,-62.93068884304556,138.13966450740637,8.24174692933331,10.169225111853004,-16.961621293578244,6.772667208292143,-10.999959190560299,15.444295619610509,,,
1,12,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000013.jpg,0.04509490728378296,-0.37635284662246704,-87.88594818115234,1.1291561238954226,0.8103558569906951,1.9192035175545377,2.560163394450035,-3.372071599501117,-5.902694018373664,-11.20276510945065,0.5238639718563877,0.13694786426621627,-19.686102335449238,1.2008437068864797,-1.5861614033379359,-21.397510913775946,-0.46273839390858695,-0.19339753426057987,-3.261278109950335,0.12101235242281914,1.098844640990415,-2.619087208343722,-5.745336721948195,3.9993118448608445,-1.537604567326813,6.397173123690431,-3.6194289558027215,4.289359505587019,1.3480446971083369,-0.5282357252651021,14.952077587969901,38.08458618237022,17.045600449358695,14.457468796858926,-38.56024683485927,-12.90370469488939,-15.147869524760543,-1.7163928535226547,-0.5444595482986936,30.900054424515456,43.83992203684514,60.06407279171195,26.958772934804983,-42.44723169153491,-56.374139436692474,-113.01265218932728,60.22073562338008,-142.48278010807377,-111.37897192462317,-62.582658833414385,138.83749494967574,8.169484078764818,10.167074834502303,-16.97659393064632,6.80573235456942,-11.037801111508465,15.428055586488279,,,
1,13,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000014.jpg,0.04553944617509842,-0.37673041224479675,-87.88375091552734,1.1853696907794915,0.799956187303313,1.9038658680765643,2.587270944011095,-3.4121708191644085,-5.921981446611711,-11.205581790890955,0.5195938060124065,0.1806990469926128,-19.74026520912468,1.2127529690318317,-1.591269146470366,-21.38592566436655,-0.5227992183441504,-0.17786995953928345,-3.2316744775569437,0.12982437144931824,1.0884618708317586,-2.5414459372334344,-5.769358864277446,3.9904964759642585,-1.5545647457755463,6.3969351466619155,-3.6342197334916615,4.3556574025616674,1.5698807203494256,-0.5988171933739628,14.938802504197337,38.05537869668505,17.02946580702065,14.467112890741095,-38.599367464367724,-12.836104468181343,-15.045961398586039,-1.59736437312318,-0.6659380158484661,30.941266771358556,43.78808445857503,60.02820695278949,27.099711005031192,-42.3973926518607,-56.36267397459453,-112.65735895956114,60.414424036351804,-142.28240989401962,-110.94482695687978,-62.69173423123287,138.7117149038043,8.182251219601241,10.14810548709325,-17.012727120743317,6.771465729557391,-11.011902885581863,15.53941428830542,,,
1,14,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000015.jpg,0.04610827565193176,-0.3777201771736145,-87.89006042480469,1.4672167303536365,0.7874092600089693,1.8545386853022505,2.882391933752894,-3.486660282959389,-5.980130577607495,-11.325681945696882,0.5329416259459338,0.15206757073495242,-19.734560557216557,1.2799241379862445,-1.5089701282796568,-21.395149759494885,-0.6479472733622513,-0.11503241669931379,-3.1248117744744723,0.17874711425978324,1.1622393255237609,-2.4487434432025084,-5.827147214524952,4.011616743772482,-1.4506356437938042,6.468052272035419,-3.642032577468535,4.4668500166759175,1.1875235457186948,-0.5776374658486569,14.97384388809009,38.33258969437054,16.524735271695913,14.49022615722472,-38.74939880298573,-12.478305771612197,-14.651849487899414,-1.8055701218234856,-0.5393207263551592,31.10116415274522,43.82571464123131,59.18502790257512,27.306536928281986,-42.31585173681779,-55.9936943114585,-111.87323745977376,60.97408268353543,-142.01090126380822,-109.64546070315198,-63.40467754522293,137.72008100356152,8.045843322517742,10.046958898346643,-17.13250591012788,6.852932402558577,-10.943419329651045,15.554171832780147,,,
1,15,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000016.jpg,0.04672589153051376,-0.3765626549720764,-87.80870056152344,1.5622208469127354,0.8935027583449684,1.9521196940036436,2.875979739064935,-3.476115715687976,-5.992437356403152,-11.392386939208613,0.4930518282402585,0.2852331707744354,-19.852344975792708,1.29943759561941,-1.5585417459075999,-21.399177088394868,-0.6104169089721795,-0.12047989559979812,-2.909413270559464,0.14114416100414326,1.1574950186404125,-2.4332132993578908,-5.8302303361379995,4.128411658624833,-1.5293875024668193,6.47259983544082,-3.7762227654527583,5.144208084348571,1.6384761978933027,-0.7208854378557459,15.134238452313287,38.256375832597435,16.747614294497833,14.695161184797284,-38.68939314865679,-12.84054680225919,-14.537582518788838,-1.4543064179932481,-0.8055693233151696,30.957097788868097,43.813252223068154,58.55016884893312,26.919339151165012,-42.07080625659366,-55.42365110888456,-111.12012979714888,61.5160180676064,-141.23382243769424,-108.65156135624034,-63.93266396626899,136.7910448582296,7.799285548638261,10.091267484980966,-17.137911749846275,6.704582999472008,-11.053887099672538,15.474462998196762,,,
1,16,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000017.jpg,0.04688963294029236,-0.37429362535476685,-87.72709655761719,1.3625343731217219,0.9324220622353974,2.0421992193501426,2.7922005378460817,-3.4991588415051,-5.936430263641699,-11.17570519379305,0.45344797247232566,0.18004852888888548,-19.331367859976275,1.4681674583890447,-1.5544911830620918,-21.190270673667797,-0.7961896129217186,-0.04853428058941481,-2.8726018771890605,0.05742874708550397,1.1815531565197601,-2.302644514639706,-5.93572713066043,4.179287310045376,-1.4228093385742904,6.484388032277628,-3.8138642076718687,5.513340542473898,2.0890497271255635,-0.3857409521758403,15.191367114312015,38.249391570166345,16.88344831947701,14.425430349574016,-38.731749485138494,-12.810562148524745,-13.895394078726053,-0.9798313513552568,-0.6625369759943587,31.027100686635833,43.98022728573806,58.02830743505201,26.226824993460287,-41.82869678162138,-54.73452018517579,-110.66555703959288,62.0599013692562,-140.93558037875582,-107.66705543124776,-64.489885567497,135.32282805813335,7.639904945878053,9.995779794640393,-17.22059449604482,6.676833121508254,-10.990340745184245,15.241033613628185,,,
1,17,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000018.jpg,0.046298518776893616,-0.37398719787597656,-87.58574676513672,1.4244556147376382,0.9934068709143543,2.2047197383105086,2.654007407320152,-3.497289222077583,-5.839734864669228,-11.249449738455516,0.4238889285678883,0.23908223766826453,-19.36226321366632,1.5418933063919746,-1.481893866211615,-21.18429944434245,-0.8124426890364607,-0.013660945481587637,-2.734959150176471,-0.013587055652917998,1.0013306606202703,-2.272660428014151,-5.918877900133898,4.199197779310954,-1.565714629537916,6.473412257549946,-3.95375620041747,5.765913631396228,2.448044023721895,-0.5374663554882317,15.307822350064455,38.13148658901884,16.746329810083235,14.555820899846847,-38.70109793449575,-12.88763663520118,-13.996408969899774,-0.6299228308171647,-0.9843175335737911,31.273839470721395,44.1043690702209,57.954229251693555,25.846150626797357,-41.61300099895032,-54.427956506128865,-110.7011299974559,62.00067301404867,-141.21861060220942,-105.49166370421105,-65.35862303328902,133.03730286730737,7.596341686824531,10.082911358723429,-17.264626489432786,6.718259891924821,-11.011693266601656,15.11276501200196,,,
1,18,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000019.jpg,0.04508933424949646,-0.3712783753871918,-87.67311096191406,1.430959512786699,0.9039588231261204,2.3132218879219133,2.4750975764634693,-3.5184884405672574,-5.806147362246788,-11.056386194879034,0.3872304376805062,0.013876540334117502,-18.37602501728055,1.792950034371689,-1.4522189695988683,-20.291674852799883,-1.1304936699056631,0.28613490550774034,-2.8241700033983568,-0.07085842155451604,0.7622979172268829,-2.0646820979739924,-6.142426756500214,4.062996604425509,-1.608713699570321,6.682085657282907,-3.8998983189453433,5.319707189935026,2.479289430650572,-0.9003802588531592,14.692926021131136,38.40616431534124,15.697534329046785,13.936695566491744,-39.003800674767774,-11.910621189538602,-12.687035932858477,-0.7049187589788005,-1.0669592356323783,31.31074999445571,43.94929169220475,57.17124669676172,25.879821520961524,-41.32533617962263,-54.07542561945224,-109.64134751982533,63.18002524816714,-140.38589769658594,-102.64795505205234,-66.79986025632743,130.11129308933226,7.911523256338454,9.76031258481445,-17.14607790118554,7.128622261282794,-10.46998984742893,14.87741842557843,,,
1,19,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000020.jpg,0.0416201651096344,-0.37394392490386963,-87.5599594116211,1.836575225580377,1.2225961070763767,2.935514647339174,2.1711648169821003,-3.242931302867362,-5.0515270294359444,-11.09686741591065,0.32328161237186265,-0.32762627555598006,-19.311675244985086,1.817276512720009,-1.4613604398101643,-20.633789991432227,-0.9282000219036991,0.13975931061352587,-2.628318784580213,-0.19198004806759456,0.5149699903152001,-1.9513861856326957,-5.91640800468348,4.045134017807462,-1.8376253134136782,6.715374013298435,-4.302576966478993,6.101263395980555,1.7677594487986168,-1.2219948832387943,14.947959020384449,38.589339543350256,15.814682622737271,14.06326370661278,-38.88842546678553,-12.092400277824126,-13.344383881040342,-1.564487015497611,-1.0274381715855256,31.122720155044657,43.582124618992395,57.54695283482532,25.678459937289862,-41.230252270121824,-54.00022339064189,-108.04820260279261,63.5637114498221,-138.448002061762,-100.87246246952833,-67.26572546550742,128.19720302895638,7.778619165886413,9.910035770019261,-16.951088668800868,6.99835167829236,-10.633619836408903,14.797481375749891,,,
1,20,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000021.jpg,0.038924381136894226,-0.3729079067707062,-87.77401733398438,2.056843416352716,1.1155079177557423,3.030521210981206,2.832047768183484,-3.3972476229127024,-4.889335616901108,-11.378230466660606,0.4940910694104466,-0.9994982913921395,-18.363726811639676,1.9446259455092865,-1.311822619447195,-20.376695961435367,-1.254477167177466,0.3406771333369838,-2.7657064930781994,-0.127438575023512,0.17232168890173835,-1.7822536822479185,-6.056699383337757,3.647856777631001,-1.7668320888478763,6.862620801022463,-4.239804144556837,5.640011878035472,1.130098082291176,-1.7050112798109047,14.629633056664872,39.404190155757185,14.985608000854375,13.788085838137366,-39.64980537198017,-11.486127337367206,-11.896418627601056,-2.095149523417845,-0.9337816463355997,31.494063889266638,43.734344477292076,57.06685069790357,27.105092194000644,-41.4282515852832,-54.51484962365539,-108.19709585693361,63.542654992102335,-139.23893529782012,-101.04113664580264,-67.82275371226787,129.53795080699928,8.065415251853128,9.467983576699696,-17.18603466124299,7.570189566584935,-10.130551819084356,14.857566272238008,,,
1,21,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000022.jpg,0.035892799496650696,-0.37480753660202026,-87.69902038574219,1.8344781691772531,0.9965221203210326,3.7630677086099937,3.0303461729275685,-3.349417242323995,-4.162183186735728,-11.605055188161831,0.8164485194386963,-1.6883359237801345,-18.65134568705388,1.574858173909125,-1.291184580155094,-20.695988030102978,-1.0201264270980306,0.1666735685776518,-2.60400233472868,-0.1157029228897718,-0.06163417078303669,-1.7576878911706308,-5.772060233606713,3.677607892894153,-2.4421866597582187,6.669199369538622,-4.678978084381172,6.658649071859738,2.1379198927172487,-1.7276223077153796,14.901270339612054,39.209056172198096,15.675154635691523,14.338483430576295,-39.80324636654018,-12.122980374185987,-12.611049134991104,-1.7631748559362799,-0.8768017290010918,31.384921764984743,43.168396546490854,57.64552403616116,27.874548769241336,-41.73896664220273,-55.867189266905825,-107.32442703896,63.611133959383125,-138.73494565107524,-102.35551730578939,-67.11439291203972,131.64716067156348,8.176168843945485,9.831264267359796,-17.08856478202911,7.195851228663306,-10.359433520652736,15.258312315337745,,,
1,22,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000023.jpg,0.03331825137138367,-0.364678293466568,-88.21214294433594,2.032475608436573,0.8407142367809882,3.7591918277653997,3.358186722912843,-3.787478293648206,-3.9931672015975237,-11.37584011554612,0.6859848801866896,-2.2123776029663524,-15.54255356957184,2.090125770562678,-1.3554736745807545,-18.912097868470102,-2.262716242511427,0.6836712541084414,-3.7966113433796687,-0.15824739998987797,-0.6933963804912427,-0.9996931647537053,-6.553390489373763,2.2842698745432415,-1.8354545748667248,7.4277110747769575,-3.1101991549166965,2.972542173541168,0.9238896095497326,-2.129437637147384,13.275288878925751,39.67689782032188,13.835776175186211,12.652140181817417,-40.470907326343024,-10.616882691018544,-8.408003128285664,-2.053886919115187,-0.42954761709511086,32.52879769778959,43.65541784290514,58.51435062165965,30.62499892443715,-42.62657889188004,-57.31500705338271,-109.66055612611312,64.048882025978,-140.82494885177087,-110.75091105038484,-65.17627860712483,141.61542056894663,9.995492464193243,7.986362769660858,-16.254990513684717,9.352050907856269,-8.266186461344146,14.96652223807532,,,
