tid,t,frame,hips.tx,hips.ty,hips.tz,leftUpperLeg.degX,leftUpperLeg.degY,leftUpperLeg.degZ,rightUpperLeg.degX,rightUpperLeg.degY,rightUpperLeg.degZ,spine.degX,spine.degY,spine.degZ,leftLowerLeg.degX,leftLowerLeg.degY,leftLowerLeg.degZ,rightLowerLeg.degX,rightLowerLeg.degY,rightLowerLeg.degZ,chest.degX,chest.degY,chest.degZ,leftFoot.degX,leftFoot.degY,leftFoot.degZ,rightFoot.degX,rightFoot.degY,rightFoot.degZ,neck.degX,neck.degY,neck.degZ,leftShoulder.degX,leftShoulder.degY,leftShoulder.degZ,rightShoulder.degX,rightShoulder.degY,rightShoulder.degZ,head.degX,head.degY,head.degZ,leftUpperArm.degX,leftUpperArm.degY,leftUpperArm.degZ,rightUpperArm.degX,rightUpperArm.degY,rightUpperArm.degZ,leftLowerArm.degX,leftLowerArm.degY,leftLowerArm.degZ,rightLowerArm.degX,rightLowerArm.degY,rightLowerArm.degZ,leftHand.degX,leftHand.degY,leftHand.degZ,rightHand.degX,rightHand.degY,rightHand.degZ,hips.degX,hips.degY,hips.degZ
1,0,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000001.jpg,0.04187806695699692,-0.3765541613101959,-88.12308502197266,1.494639792673532,0.8024225002414792,2.0351598297583324,3.0573678932905013,-3.3147156438746035,-5.723673586998565,-11.599969419883152,0.6170274172153641,-0.12343713737025634,-18.716306781393037,1.448085428706805,-1.5697862930848805,-20.309749688863633,-0.5554609217807753,-0.13158915494288864,-3.3067375068511295,0.11350415786739991,1.1009289539332008,-2.604974814022915,-5.787836213220173,3.929393212563085,-1.8253195170066796,6.520423268617392,-3.668944843421785,3.460509456067149,1.529611949987048,-0.798021874378111,14.467232519416438,38.658593550605026,15.762111784394458,14.027610265860922,-39.01928469216972,-11.458875298267772,-14.015854007782238,-1.83071424808285,-0.7127251698056316,31.714543401968804,43.283720775744854,59.88692215045722,27.75805434853325,-41.813899514557114,-56.329466590449094,-109.47900021417871,62.80986663189656,-140.4067175082696,-104.15163427409637,-65.90511763863111,132.45764442412658,9.105389822588537,9.730267603323094,-16.73658981572114,7.2894119838892735,-10.253473803218846,15.196682928350056,,,
1,1,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000002.jpg,0.0419723317027092,-0.3761672079563141,-88.13645935058594,1.4822079212543122,0.8060663916091644,2.049068718815885,3.040012038916035,-3.3235738907858847,-5.72484089222914,-11.595732048341937,0.6135343210977415,-0.12738202916314464,-18.665070918953205,1.4556718288448978,-1.586177857892125,-20.30440833561378,-0.5865023649367835,-0.11768080006327261,-3.308399129952463,0.11259400670843302,1.1192031978628396,-2.619060738790453,-5.812448015849194,3.9590891817734226,-1.782178796713764,6.519348674743037,-3.6054623375247354,3.435863839832401,1.3987528232181616,-0.639850353716695,14.430116762596107,38.648994622911935,15.722930969613014,13.982587814102335,-38.97340507181888,-11.461680025915499,-13.83730258624601,-1.851904325571844,-0.6148965397157657,31.674507334769828,43.175434608248686,59.974029013422005,27.705373151953367,-41.85449133934854,-56.302329288102115,-109.46678098309053,62.796753107558104,-140.4017945364696,-104.4400515743995,-65.80180617974096,132.60693310798447,9.056474266922026,9.693222514878341,-16.767819881793375,7.236836663941906,-10.230511945301616,15.245612848950284,,,
1,2,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000003.jpg,0.04187992960214615,-0.37556377053260803,-88.19189453125,1.3605284497072692,0.765164813894418,2.0081971614864087,3.015012098977535,-3.3251650141291,-5.755019776312364,-11.578277698892656,0.6035812135555099,-0.16147534722212828,-18.440457487835697,1.5483533857016867,-1.6078767392326954,-20.17503881072502,-0.7099136621618786,-0.0898006418568179,-3.3350392197360015,0.11372245754575266,1.1732401325938382,-2.5953417185490477,-5.868835802751898,3.9312995781835975,-1.6330590722756047,6.5819062607245815,-3.494455372415647,3.3472062616723495,1.290648952675711,-0.5017541791201705,14.339372245924139,38.79656241325381,15.67662687601903,13.757964372343832,-38.92943406218411,-11.223123343022861,-13.460359921266116,-1.9336480271437657,-0.523804957689617,31.692183740595286,43.24755711707026,59.93418837109652,27.558023101556,-41.71374919942825,-56.0195747782481,-109.15508777958217,63.09926947011061,-140.00571154416053,-104.227069318556,-65.96688564249035,132.35125121583516,9.12018057880089,9.550613418776095,-16.702549004535953,7.281799511162188,-10.09552281027804,15.18413296022815,,,
1,3,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000004.jpg,0.04223635047674179,-0.37590160965919495,-88.0983657836914,1.2951980086119756,0.7599292770239473,2.018510492975769,3.0575941710253933,-3.2698977435223617,-5.748581357337649,-11.54698734797968,0.618202704920546,-0.12270604822059313,-18.86184248566086,1.3784351545669402,-1.6007173498519314,-20.567986479069084,-0.48312506874382893,-0.21060588240053102,-3.2427177028793546,0.12350261571511931,1.1601965853364773,-2.692897416961573,-5.782482679982062,4.02273419804851,-1.6932876442182574,6.517824224849264,-3.6551073779494,3.925542843966025,1.2365702633441027,-0.47395951424091676,14.582691904820749,38.666662892787095,16.070639802602443,14.070462160961025,-38.88108556651409,-11.7765090546946,-13.98961397470764,-1.8900381787655853,-0.5133185400759264,31.528021669799216,43.27141212085105,59.911072713433406,27.376670898029232,-41.862217520031436,-56.07414417436877,-110.02894492828914,62.35322971449621,-140.67610846386086,-105.72203534424479,-65.27850699322478,133.72626697877698,8.787519679827476,9.79794995139805,-16.79472462686245,7.038839425476504,-10.422858114612115,15.276289873729855,,,
1,4,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000005.jpg,0.04216970503330231,-0.3752501904964447,-88.09347534179688,1.2761557265654064,0.7722035303947696,2.0197993066250146,3.0223007336241716,-3.285846501221013,-5.763505417871953,-11.484270305967954,0.6081354434363391,-0.189404450193878,-18.641122745550287,1.4964976784704684,-1.6337763421478095,-20.36617524032294,-0.594127288459765,-0.15002042427260487,-3.267294453998245,0.08745717784894554,1.2025911413265868,-2.6364459011391017,-5.816676313227126,3.9833118163166374,-1.612988604406266,6.552662587466191,-3.5575701624656033,3.716232312281086,1.2394874350953313,-0.4957807551053778,14.410980070504788,38.55348643259719,15.982570149284628,13.838417929672351,-38.75382166740987,-11.488635643415725,-13.708869353553418,-1.9990130105555224,-0.44785005547642426,31.37911727530433,43.13188468962894,60.01469463325689,27.362442426913642,-41.773566937402656,-55.95313135323964,-109.5549955577116,62.687603156472356,-140.0857994539818,-105.01340148310766,-65.60485738376569,132.94540357710034,8.976429269805259,9.685647347166649,-16.689737108510535,7.087267755030191,-10.244828858091063,15.24824268894998,,,
1,5,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000006.jpg,0.04231908172369003,-0.3752135634422302,-88.11015319824219,1.2957042787563073,0.8238160601083896,2.0373028829006263,2.854691068871295,-3.2782029355945896,-5.7319310321144314,-11.439747945023766,0.5776778387291401,-0.18935549540263347,-18.61121253030741,1.563618724370659,-1.659548780229077,-20.3165552323053,-0.676413027581698,-0.12280558377406985,-3.3073068103784435,0.07326522470728968,1.2243043862921277,-2.660567400100011,-5.813869602440905,3.9568040521376404,-1.5576471778073857,6.58901386546198,-3.4791321397707686,3.5208101415002595,1.1463584217067608,-0.4740753165503364,14.366060350306302,38.49332588040608,16.01012925374329,13.779500291028125,-38.74453834721782,-11.49733943239127,-13.770523526825567,-2.0601993069373705,-0.43389921531704634,31.30002307942682,43.11240657576807,60.07162061537682,27.40984994205569,-41.89287008218116,-55.910195240215366,-109.50403147731392,62.72216565053221,-139.93640382846877,-105.43080617573683,-65.51473869146427,133.30050252946816,9.033555797146773,9.626216004275975,-16.659069195178944,7.066520789847065,-10.204962258322633,15.281981872910109,,,
1,6,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000007.jpg,0.0423058420419693,-0.37561100721359253,-88.06729888916016,1.276177713025564,0.8375812451792737,2.06265300630871,2.8637456350558117,-3.2594224431990697,-5.705817132734906,-11.433264757566484,0.564939542982625,-0.17004983594676504,-18.886365518086563,1.4714271714486142,-1.6776223879048964,-20.605964990747648,-0.562933397906324,-0.19652354750056605,-3.2533556429239177,0.04665359227080919,1.187462198746659,-2.654493348870385,-5.7606498675819795,3.9825843897885345,-1.5771503487043657,6.554293278280467,-3.542467849142532,3.752082337684503,1.223291023671123,-0.4953042087601081,14.493164049649458,38.34423660421194,16.24824230367382,13.936504591222628,-38.67312339561305,-11.786245604494441,-14.153855963265512,-2.001104536060777,-0.44785352622358177,31.139543289990193,43.221968042148134,60.14253417696009,27.342709131884103,-42.02849036837182,-55.97092751752113,-110.160638474399,62.21498479305847,-140.264099568305,-106.79075258317599,-64.87015384628303,134.66839184960804,8.88096775341364,9.80443683495321,-16.670481990209552,6.913419198197012,-10.420824168100133,15.3687832806349,,,
1,7,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000008.jpg,0.04262983053922653,-0.3758893311023712,-88.03714752197266,1.3020659652824964,0.8548445101587537,2.085637448310314,2.825703577800124,-3.2566386972091017,-5.664871826461071,-11.443499372512006,0.5383012107589544,-0.0960897269754868,-19.08576013086241,1.4013583577318371,-1.6921040791077955,-20.802496460229474,-0.5101899633457154,-0.24370048966526586,-3.2416763585343467,0.05219841394145495,1.1722112666032387,-2.6692989910826777,-5.742821254003612,4.005335814350937,-1.6051338640053134,6.507191014905879,-3.576012975813012,3.8781701933289456,1.1275227078992371,-0.5210781119576291,14.612730447321637,38.29450974395009,16.428326977264646,14.09096105846565,-38.62007442067314,-12.105509555822351,-14.5210271632701,-2.032400638747954,-0.4427000831426428,31.048049511241004,43.33609324029121,60.08889662845066,27.332201020970658,-42.161857382112984,-56.12556884015672,-110.56601105841416,61.91351096911695,-140.52964140511222,-107.81995560309609,-64.38126589638574,135.6774735897759,8.70174901418119,9.90385881743791,-16.722955958606402,6.914552418513829,-10.58711884475976,15.398760591861928,,,
1,8,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000009.jpg,0.04273761063814163,-0.3755198121070862,-88.06086730957031,1.23344469301635,0.8128149717895884,2.0093787933844305,2.7230874085605277,-3.3059716450559526,-5.704530440331398,-11.331930016090702,0.5298160930138675,-0.13430435780701072,-18.8429685759052,1.4540543668700874,-1.6758866486936754,-20.705360252096263,-0.6382273019169903,-0.16757664732447014,-3.323673750349575,0.06979742023677328,1.1614194078552513,-2.5756282376769515,-5.824087710441077,3.909126459736895,-1.4930748396359155,6.517180588715024,-3.44445399350572,3.5782132054787943,1.108848402658221,-0.4953587044373098,14.510905245622933,38.3940978447308,16.206178964923193,13.909835522258486,-38.695790069029904,-11.834658848320437,-14.137370022506277,-2.0463009805032493,-0.3932785240859127,31.216278210560144,43.41164565506828,60.24874999339423,27.527143176082607,-42.19893317327272,-56.259085534487994,-110.81654146541204,61.84488767166335,-140.79994873721984,-108.35077258450472,-64.18342899073019,136.27208857398105,8.781550497681597,9.778230153332357,-16.782803691009793,7.0756137056250035,-10.487521632896952,15.420394410583201,,,
1,9,/content/4D-Humans/run_out/_DEMO/DanceMovie/img/000010.jpg,0.04314170032739639,-0.3763279318809509,-87.96846008300781,1.191926466950555,0.8667918594146922,2.1258029818157653,2.689777440847294,-3.28691205551718,-5.640053134148006,-11.353254457418634,0.5339404776811438,-0.04316874347370207,-19.50689765373973,1.3701465769656205,-1.6687870752430172,-21.21265062979665,-0.5454154910934165,-0.24477855853000052,-3.2223913790577794,0.07030817736219148,1.1819014906291596,-2.6018851258190034,-5.766987453619527,3.9540452895253484,-1.5584166145426004,6.4915281926552355,-3.5653816292482943,3.8916058555878887,1.1391722737345498,-0.46290703892260165,14.723448912960876,38.181197625641566,16.624467514574597,14.179712280102878,-38.50232799409225,-12.300502757791596,-14.86419860602963,-2.033508253425426,-0.41466386615774203,30.962632218781618,43.45537763000609,60.174916570712675,27.214019281812405,-42.24290389582161,-56.25148217903856,-111.11172056033526,61.49800662979845,-140.83593132915695,-108.53021598709397,-63.96075718783343,136.20818863246978,8.545393440341265,9.935417359548252,-16.722396683166487,6.874089570076639,-10.683876914346733,15.348127384428203,,,
